session_id	start_time	sec	min	category	events
020519185de8b84-2fb0-4c7c-b36c-dd3903019d10_3	26.08.2019 14:50	15	0	vcs, terminal, ide close	toolwindow_Version_Control , toolwindow_Terminal , toolwindow_Project , toolwindow_Terminal , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_ide.close , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , toolwindow_Project
01021922f23b1ab-7cae-4810-a349-49640a95f925_11	29.08.2019 13:25	302	5	vcs, coding	actions_EditorEnter , file.types.usage_YAML , actions_EditorBackSpace , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_ActivateVersionControlToolWindow , toolwindow_Version_Control , file.types.usage_PLAIN_TEXT , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , actions_Vcs.ToggleAmendCommitMode , toolbar_Vcs.ToggleAmendCommitMode , toolwindow_Version_Control , vcs.log.trigger_tab.navigated , toolwindow_Version_Control , toolwindow_Version_Control , vcs.log.trigger_tab.navigated , actions_Vcs.Push , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog
0405191a95861b6-512a-472e-a1ab-f28ac90f39db_15	30.08.2019 9:33	13	0	coding	file.types.usage_YAML , productivity_editing.select.word
04041929441e562-4d28-44af-a750-099b56e2760a_1	26.08.2019 13:55	4	0	coding	actions_GotoFile , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_EditorBackSpace , actions_third.party , file.types.usage_third.party
0204191838f869a-afb5-4d7f-9853-e7d1ec185677_5	27.08.2019 7:47	355	5	coding, rd, vcs	actions_Stop , toolbar_Stop , toolwindow_Project , actions_Vcs.ShowTabbedFileHistory , vcs.log.trigger_TabNavigation , toolwindow_Version_Control , vcs.log.trigger_TabNavigation , toolwindow_Project , toolwindow_Version_Control , toolwindow_Terminal , terminalShell_local.exec , toolwindow_Terminal , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , toolwindow_Terminal , terminalShell_local.exec , actions_org.jetbrains.plugins.terminal.TerminalView$1 , toolbar_org.jetbrains.plugins.terminal.TerminalView$1 , terminalShell_local.exec , actions_Vcs.ShowTabbedFileHistory , toolwindow_Version_Control , vcs.log.trigger_TabNavigation , actions_com.intellij.vcs.log.history.FileHistoryPanel$3 , vcs.log.trigger_history.CompareRevisionsFromFolderHistoryActionProvider , ui.dialogs_com.intellij.openapi.ui.DialogBuilder$MyDialogWrapper , ui.dialogs_com.intellij.openapi.ui.DialogBuilder$MyDialogWrapper , actions_com.intellij.vcs.log.history.FileHistoryPanel$3 , vcs.log.trigger_history.CompareRevisionsFromFolderHistoryActionProvider , ui.dialogs_com.intellij.openapi.ui.DialogBuilder$MyDialogWrapper , ui.dialogs_com.intellij.openapi.ui.DialogBuilder$MyDialogWrapper , toolwindow_Version_Control , actions_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , toolbar_com.intellij.execution.ExecutorRegistryImpl$ExecutorAction , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug
0804191ae1fd54b-b7ed-49df-94ac-d655e0233797_3	26.08.2019 16:15	10	0	coding	file.types.usage_JavaScript , actions_EditorBackSpace , actions_EditorDown , actions_EditorEnter , actions_EditorBackSpace , actions_EditorUp , actions_EditorEnter
0605192272cce46-e691-4956-8ae3-afdcf2b08d04_1	26.08.2019 9:16	839	13	coding, vcs, rd	actions_com.intellij.lang.properties.editor.NewPropertyAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , toolbar_com.intellij.lang.properties.editor.NewPropertyAction , actions_EditorCopy , actions_EditorPaste , actions_EditorBackSpace , actions_EditorPaste , actions_$Undo , actions_$Redo , actions_$Undo , actions_$Undo , actions_$Undo , actions_$Undo , actions_$Redo , actions_$Undo , actions_Find , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorCopy , actions_Rerun , toolbar_Rerun , actions_Stop , toolbar_Stop , run.configuration.exec_validation.unmatched_rule , toolwindow_Debug , actions_XDebugger.MuteBreakpoints , toolbar_XDebugger.MuteBreakpoints , actions_Resume , toolbar_Resume , actions_CheckinProject , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , productivity_editing.select.word , actions_EditorPaste , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.vcs.changes.ui.DefaultCommitChangeListDialog , toolbar_CheckinProject , actions_Vcs.Push , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , productivity_editing.select.word , ui.dialogs_com.intellij.openapi.vcs.changes.ui.ChangeListViewerDialog , actions_Vcs.Push , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog
01041931d094b1d-8b3c-483d-a6a0-d10055dfe73f_6	27.08.2019 11:06	595	9	vcs	actions_HideActiveWindow , toolbar_HideActiveWindow , actions_git4idea.ui.branch.GitBranchPopupActions$LocalBranchActions$CheckoutAction , actions_Vcs.UpdateProject , toolbar_Vcs.UpdateProject , actions_Vcs.UpdateProject , toolbar_Vcs.UpdateProject , toolwindow_Version_Control , vcs.log.trigger_tab.navigated , actions_Vcs.CherryPick , actions_Vcs.Push , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog , ui.dialogs_com.intellij.dvcs.push.ui.VcsPushDialog
05051912837b479-c105-4077-8d4a-cb2c7811a592_7	28.08.2019 0:33	64	1	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , toolwindow_Project
0204191ea9366dd-6703-444f-acdd-9bbde679b570_9	29.08.2019 7:15	458	7	ide start, RD, coding	event.log_whitelist.loaded , lifecycle_ide.start , lifecycle_project.opened , toolwindow_Project , lifecycle_project.opening.finished , productivity_editing.select.word , actions_EditorPaste , actions_SaveAll , actions_Debug , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug , file.types.usage_JAVA , actions_CloseAllEditors , toolwindow_Debug
0104191caf974e5-a295-40b9-a321-6fab335cfbb2_12	29.08.2019 11:31	867	14	coding	productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_GotoFile , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$6 , actions_third.party , file.types.usage_JSON , actions_GotoFile , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , file.types.usage_JSON , productivity_SearchEverywhere , actions_GotoFile , searchEverywhere_dialogOpen , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , file.types.usage_JSON , actions_CloseAllEditors , actions_GotoFile , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$6 , actions_third.party , file.types.usage_JSON , actions_GotoFile , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , toolwindow_Project , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_GotoFile , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , file.types.usage_JSON , actions_Switcher , productivity_switcher , actions_Switcher , productivity_switcher , actions_GotoFile , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_com.intellij.ui.ScrollingUtil$6 , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , file.types.usage_JSON , actions_CloseAllEditors
0204192e6ae5b14-a9eb-43af-8e82-9553fe194b41_8	29.08.2019 12:38	386	6	coding	toolwindow_Project , actions_NewElement , actions_NewElement , actions_NewFile , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , file.types.usage_JSON , file.types.usage_JSON , actions_EditorPaste , actions_ShowReformatFileDialog , ui.dialogs_com.intellij.codeInsight.actions.LayoutCodeDialog , actions_DialogOkAction , ui.dialogs_com.intellij.codeInsight.actions.LayoutCodeDialog , actions_SaveAll , actions_ActivateDebugToolWindow , toolwindow_Debug , actions_ActivateDebugToolWindow , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_$Undo , actions_ExpandRegionRecursively , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_$Undo , actions_ExpandRegionRecursively , actions_ExpandRegionRecursively , actions_EditorCodeBlockStart , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_$Undo , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_$Undo , actions_GotoAction , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_third.party , actions_CommentByBlockComment , productivity_codeassists.comment.block , productivity_codeassists.comment.line , actions_CommentByLineComment , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_$Undo , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_CommentByBlockComment , productivity_codeassists.comment.block , actions_$Undo , productivity_SearchEverywhere , actions_GotoAction , searchEverywhere_dialogOpen , actions_EditorBackSpace , actions_com.intellij.ui.ScrollingUtil$5 , actions_third.party , actions_CollapseAllRegions , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , productivity_editing.select.word , actions_ExpandRegionRecursively , productivity_editing.select.word , actions_Find , find_FindInEditor.RegexOn , actions_com.intellij.find.FindAllAction , toolwindow_Find , toolbar_com.intellij.find.FindAllAction , actions_Tree-selectNext , actions_Tree-selectPrevious , actions_Tree-selectNext , actions_Tree-selectPrevious , productivity_editing.select.word , productivity_editing.select.word , actions_EditorCopy , actions_$Copy
05041918aea7a1e-cedd-47bb-8a4e-906df3957e7f_1	26.08.2019 16:05	145	2	vcs, coding	toolwindow_Version_Control , actions_SearchEverywhere , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_DoubleShortcut , actions_EditorBackSpace , searchEverywhere_contributorItemChosen , file.types.usage_HTML , actions_Vcs.ShowTabbedFileHistory , toolwindow_Version_Control , toolbar_Vcs.ShowTabbedFileHistory , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_Compare.SameVersion , toolbar_Compare.SameVersion , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorLineStart , actions_EditorDownWithSelection , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_EditorUp , actions_EditorDownWithSelection , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_SaveAll , actions_EditorEscape , actions_HideAllWindows
0703191929a649b-53f7-4075-b5bd-86b73d697eab_11	29.08.2019 6:47	15	0	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished
09041911e600539-e34e-4bfc-98a5-f5598e52bd6f_15	29.08.2019 12:41	50	0	coding, vcs	ui.dialogs_com.intellij.ide.util.TipDialog , toolwindow_Project , actions_Vcs.UpdateProject , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , actions_com.intellij.openapi.ui.DialogWrapper$5 , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , actions_GotoAction , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_third.party , actions_Git.Fetch , toolwindow_Event_Log , actions_HideActiveWindow , toolbar_HideActiveWindow , toolwindow_Project , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectNext , actions_Tree-selectNext , actions_Tree-selectNext , actions_Tree-selectPrevious , actions_Tree-selectPrevious , actions_Tree-selectPrevious , actions_Tree-selectPrevious , actions_Tree-selectNext , actions_Tree-selectParent
0304191e31889c1-867f-4bc1-924c-66c9428e8c8f_3	26.08.2019 19:01	12	0	ide close	lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_ide.close , lifecycle_project.closed
